task,loss
anllo2024weird,0.3815126419067383
bavard2021range,0.4685401916503906
busch2024navon,0.3244577646255493
busch2024stroop,0.16571147739887238
castrorodrigues2022twostep,0.23866553604602814
fan2022trait,0.26675838232040405
franke2024bayesian,0.7624505758285522
frankedegen2016reasoning,0.8528929948806763
guenther2020ts,0.37128305435180664
guenther2023grammaticality,0.3060155212879181
palminteri2017confirmation,0.4870900511741638
rutledge2023happiness,1.3131273984909058
shahar2019twosteptask,0.46611982583999634
spektor2024lossaversion,0.5376850366592407
tsvilodub2023xorsome,3.001164674758911
vandendriessche2022depression,0.5506242513656616
xu2023augmenting,0.6975421905517578
zika2023traitanxiety,3.2731382846832275
