task,loss
anllo2024weird,0.4597374498844147
bavard2021range,0.5330470204353333
busch2024navon,0.4339908957481384
busch2024stroop,0.21404999494552612
castrorodrigues2022twostep,0.25691911578178406
fan2022trait,0.39815467596054077
franke2024bayesian,1.1688834428787231
frankedegen2016reasoning,1.0417511463165283
guenther2020ts,0.3683744966983795
guenther2023grammaticality,0.3488597869873047
palminteri2017confirmation,0.602040708065033
rutledge2023happiness,1.427748680114746
shahar2019twosteptask,0.5407978892326355
spektor2024lossaversion,0.540462851524353
tsvilodub2023xorsome,3.1323060989379883
vandendriessche2022depression,0.6147983074188232
xu2023augmenting,0.7125374674797058
zika2023traitanxiety,3.568613290786743
